product_id,product_name,brand,platform,category_id
11629939,Cáp chuyển displayport to HDMI 1.5m Unitek Y-5118C - Hàng chính hãng,Unitek,Tiki,CAT_0003
276042557,Bình đun siêu tốc Kangaroo KGWK18I2 - Hàng chính hãng,Kangaroo,Tiki,CAT_0002
278895074,Sách Data & AI thực chiến với Excel & Power BI,No Brand,Tiki,CAT_0267
123538112,"Nến thơm hũ búp sen (hũ jar) 190g Eden Candle FTRAMART EDC2430, sáp cọ (palm) hương hoa nhài (jasmine), cháy không khói, tuyệt đối an toàn cho sức khỏe, thích để trang trí trong các dịp lễ hội, sử dụng tốt ở ngoài trời vì chịu được gió",Miss Candle,Tiki,CAT_0327
249178401,Nhân Chuỗi Cửa Hàng - 9 Bước Đóng Gói Và Xây Dựng Hệ Thống Chuỗi Tinh Gọn Theo Công Thức Cộng Trừ Nhân Chia,No Brand,Tiki,CAT_0006
277172877,"Gấu bông con sóc dễ thương, sóc con đáng yêu siêu cute (25cm--->38cm) vải miniso 4 chiều mềm mại cao cấp, an toàn cho trẻ nhỏ",Alphavh,Tiki,CAT_0031
56048933,Bếp điện từ đơn CANAVAL CA6616 - Hàng nhập khẩu,Canaval,Tiki,CAT_0009
278439409,TOYSTAR - 666-89P Mô hình xe bán tải cảnh sát màu đỏ (KT 41x16x19cm),Leo & Friends,Tiki,CAT_0013
123850440,Apple AirTag,Apple,Tiki,CAT_0051
56078892,Ốp lưng dành cho Samsung A51 mẫu Hoạ Tiết Hướng Dương,Olsg,Tiki,CAT_0002
278879928,Sách Nếu Như Không Thể Nói Nếu Như & Có Ai Giữ Giùm Những Lãng Quên & Thức Dậy Anh Vẫn Là Mơ - Tái Bản 2025,No Brand,Tiki,CAT_0226
276486674,Ốp Lưng Trong Suốt Baseus Simple Clear Case Dùng Cho i-Phone 16 Series - Hàng Chính Hãng,Baseus,Tiki,CAT_0003
273936761,Đồng hồ Thông minh Trẻ em Học sinh Tiểu học THCS THPT Chống nước Lắp sim Định vị Kép Smart Watch AMA HW13 Hàng nhập khẩu,Ama,Tiki,CAT_0003
201292848,Ốp Lưng Da dành cho iPhone 6 /7 /8 / SE 2020 /7Plus / 8 Plus /X /Xs / Xr /Xs Max Hiệu X-Level Cao Cấp - hàng nhập khẩu,X-Level,Tiki,CAT_0003
276659735,Series các tập Saiyuki,No Brand,Tiki,CAT_0002
58311232,Bộ chia usb type c 3.0 4 cổng Ugreen 219OL70336CM Hàng chính hãng,Ugreen,Tiki,CAT_0002
42992271,SET ÁO DÀI TRUYỀN THỐNG HỌA TIẾT HOA HỒNG - NN26,Unknown,Tiki,CAT_0001
112764967,Đai nịt bụng (gen siết giảm eo) latex 25 xương thép nhập khẩu Italy dáng cao 27cm,Unknown,Tiki,CAT_0001
277256453,Ốp lưng cho Samsung A14 - A24 - A34 - A54 - A15 - A25 - A35 - A55 - Rô Bô Nữ - Hàng Chính Hãng,Olsg,Tiki,CAT_0002
23416722,Sách How The Body Works - Hiểu Hết Về Cơ Thể,No Brand,Tiki,CAT_0006
278054522,"Nồi Chiên Không Dầu 8 Lít Mishio MK391 - Dung Tích Khổng Lồ, Nướng Nguyên Con Gà, Giá Cực Rẻ - Hàng chính hãng",Mishio,Tiki,CAT_0009
274443852,Cà Phê Hòa Tan Nguyên Chất SỮA GIÀ LÀNG - Hũ,Baka,Tiki,CAT_0014
249009667,Đồ trò chơi nhóm gia đình đập phá băng chim cánh cụt giải trí cho bé MySun,Mysun,Tiki,CAT_0013
252098889,Gas bơm bật lửa hột quẹt chai vàng nhỏ loại 200ml,Unknown,Tiki,CAT_0007
275176986,HCM -Sỉ 1 Cây/Thùng 4 Gói Tã Quần Người Lớn Sunmate Siêu Mềm Mại Size XL14 + 2 ( 16 Miếng) - Bỉm Người Cao Tuổi XL14,Sunmate,Tiki,CAT_0013
278966316,Nồi cơm nắp gài Philips 1.8 lít HD3213/31 - Hàng chính hãng,Philips,Tiki,CAT_0097
171545133,Thảm Xốp Thảm Trải Sàn XPE Phủ Silicon 2 Mặt Cho Bé Siêu Êm,Unknown,Tiki,CAT_0002
64617773,Đồ chơi lắp ráp dành cho trẻ em LEGO NINJAGO Rồng Thần Của Phù Thủy Đầu Lâu 71721,Lego,Tiki,CAT_0025
44114105,Bếp Gas Hồng Ngoại Đôi Cao Cấp RaiNy – Tặng bộ van dây - Hàng chính Hãng ( Màu Ngẩu Nhiên),Thiên Thủy Rainy,Tiki,CAT_0009
483305,Dầu Ôliu Nguyên Chất Olivoilà (250ml / Chai),Olivoilà,Tiki,CAT_0014
205246116,Tã dán Unidry M46  Cho Bé Từ 6-11kg - Date luôn mới,Unidry,Tiki,CAT_0002
278094949,Sách Giải Thích Ngữ Pháp Tiếng Anh (Ấn Phẩm Mới),No Brand,Tiki,CAT_0328
197821059,"Máy hút bụi cầm tay không dây sử dụng pin sạc, chuyên dụng hút bụi vệ sinh giường nệm, chăn ga, ghế sofa, Máy hút bụi giường nệm diệt khuẩn UV - Hàng chính hãng MINIIN",Miniin,Tiki,CAT_0009
103539473,Dụng cụ vệ sinh bình sữa đa năng Wesser,Wesser,Tiki,CAT_0013
44245854,Quần lót lọt khe nữ sexy - Màu xanh,Mirato,Tiki,CAT_0011
2619499,Sách ​Liễu Phàm Tứ Huấn (Tái Bản),No Brand,Tiki,CAT_0028
273976543,SIM DU LỊCH TRUNG QUỐC & VIỆT NAM (Hàng chính hãng),Gocallme,Tiki,CAT_0003
276385427,"Bao Da Cho Samsung Galaxy Tab S9, S9 Plus, S9 Ultra, S9 Fe, S9 Fe Plus, Tab S8, S8 Plus/S7 Plus , S8 Ultra, Tab S7, S7 fe, Tab S6 , S6 Lite Chính Hãng Dux Ducis Domo Có Khay Đựng Bút Tiện Lợi- Hàng chính hãng",Greencase,Tiki,CAT_0003
107881916,Trà gạo lứt xạ đen đậu đen (1kg) - hỗ trợ giảm cân - lợi sữa - ngủ ngon ( MS),Ms,Tiki,CAT_0014
185411212,Máy Uốc Tóc Đa Năng Kết Hợp Duỗi Và Là Tóc 3 in 1 Damas D6120 - Thiết Kế Sang Trọng Cao Cấp Với 4 Mức Tạo Kiểu Thông Minh - Hàng Chính Hãng,Damas,Tiki,CAT_0009
197227371,Nắp đậy lò vi sóng Φ23cm mẫu mới nội địa Nhật Bản,Inomata,Tiki,CAT_0007
67419461,Áo Ngực Nữ Có Gọng Mút Vừa Miley Lingerie - Màu trắng BRM02002,Miley Lingerie,Tiki,CAT_0001
254794,Pin Sạc Dự Phòng Anker PowerCore 13000mAh - A1215 - Hàng Chính Hãng,Anker,Tiki,CAT_0003
278423089,Thùng 48 hộp thức uống sữa trái cây vị kẹo nho Vinamilk Hero 110ml,Vinamilk,Tiki,CAT_0014
275230843,"Ghế Bô Cho Bé Đi Vệ Sinh Có Tựa Lưng,Chân Đế Chống Trượt,Có Ngăn Chứa Dễ Tháo Lắp Cọ Rửa",X Linh Chi Store,Tiki,CAT_0013
83333620,Cáp sound USB 2.0 to 3.5mm chính hãng Ugreen UG-30724 cao cấp,Ugreen,Tiki,CAT_0002
8159990,"Tai nghe chụp tai Logitech H150 - 2 jack 3.5mm, Mic khử giảm tiếng ồn, âm thanh nổi - Hàng chính hãng",Logitech,Tiki,CAT_0070
277549704,"Ốp lưng dẻo Silicon trong suốt cho iPhone 17e , 16e hiệu Ultra thin (mỏng 0.6mm) - Hàng nhập khẩu",Greencase,Tiki,CAT_0003
108970053,"Muối hồng Himalaya GUfoods (dạng hạt mịn) - Tự nhiên, Giàu khoáng chất vi lượng, Không phụ gia, Không tinh chế",Gufoods,Tiki,CAT_0014
275510504,Ga chống thấm cho trẻ sơ sinh và trẻ nhỏ chống thấm nước bảo vệ nệm LoveMama loại 1 chính hãng,Lovemama,Tiki,CAT_0007
277543003,"Hộp 4  đế nhựa  kê chân máy giặt ,tủ lạnh ,chống rung ,chống ồn ,chống trượt ,độ bền cao phù hợp tất cả các loại máy",Lynusan,Tiki,CAT_0007
276716481,"Ghế ngồi ô tô Kinderkraft JuniorFix isize cho bé từ 3,5 đến 12 tuổi - Hàng chính hãng",Kinderkraft,Tiki,CAT_0013
275295776,Bình sữa mô phỏng tự nhiên mới hiệu Philips Avent  cho trẻ từ 1 tháng tuổi (260ml-đôi)_SCY903.02,Philips Avent,Tiki,CAT_0013
52297100,Bàn Phím Số Máy Tính (Giúp Cho Công Việc Được Thuận Lợi Và Nhanh Chóng),Unknown,Tiki,CAT_0003
2758763,Bộ Lắp Ráp Thùng Gạch Lớn Classic Sáng Tạo LEGO CLASSIC 10698 (790 chi tiết),Lego,Tiki,CAT_0025
54624820,Sách Sức Mạnh Của Tĩnh Lặng (Tái Bản 2020),No Brand,Tiki,CAT_0138
277978883,Đồ Chơi Vật Phẩm Nhân Vật Trang Trí - Soshiro Kaiju No.8 - Sunrisepop K8AC013,Sunrisepop,Tiki,CAT_0002
279151808,Sổ lò xo - Việc khó làm trước (song ngữ Anh Việt),Đông Tây,Tiki,CAT_0329
29868820,LÒ NƯỚNG SANAKY VH-309S2D/N2D,Sanaky,Tiki,CAT_0002
273708851,"Sách Lập trình não bộ: Làm chủ trí nhớ, sự tập trung, cảm xúc và giải phóng thiên tài bên trong bạn",No Brand,Tiki,CAT_0006
274155184,"Quần Nịt Bụng, Quần Gen Nịt Bụng Định Hình Có Khoá Kéo Cao Cấp, Quần Lót Nữ Gen Bụng Mặc Váy Su Pha Lưới Kháng Khuẩn Siêu Giảm Eo",Ht Sys,Tiki,CAT_0001
273496689,Ugreen 15495 USB type C sang 2 x USB 2.0 + 1 x USB 3.0 + 1 x HDMI 4K30Hz + 1 x USB-C PD 100W Bộ chuyển Màu Xám CM478 20015495 - Hàng chính hãng,Ugreen,Tiki,CAT_0002
63591069,"Máy xay sinh tố công nghiệp công suất lớn, cối nhựa 2 Lít, màu ngẫu nhiên- hàng chính hãng",Osako,Tiki,CAT_0009
25747641,Sách ABC For KIDS – Bé Vui Học Tiếng Anh Thử Tài Đoán Chữ Alphabet ( Quyển 2),No Brand,Tiki,CAT_0006
7672597,Nhang Nụ Trầm Hương Kỳ Anh NT01,Trầm Hương Kỳ Anh,Tiki,CAT_0007
279183761,Trí Tuệ Của Sói Đầu Đàn,No Brand,Tiki,CAT_0252
14257817,Combo 10 Quần Lót Nữ Modal Miley Lingerie New Color - Giao Màu Ngẫu Nhiên,Miley Lingerie,Tiki,CAT_0002
118101745,Nồi cơm điện cao tần IR Cuchen CJH-PA0670RHW 1.08L (Nhập khẩu chính hãng),Cuchen,Tiki,CAT_0009
46695214,Nhân Hạt Điều Rang Không Muối Cao Cấp 1kg - Natufoodvn,Natufoodvn,Tiki,CAT_0014
29911199,Đầm suông nữ tay ren hoa xinh xắn 36,Haint Boutique,Tiki,CAT_0011
277936085,Combo 2 Sữa Bột Anlene Hương Vanilla (Hộp giấy 1200g),Anlene,Tiki,CAT_0013
200677650,Áo croptop tay dài Hiền Trần BOUTIQUE cổ vuông vải thun ôm body crotop nữ cotton co giãn tốt,Hiền Trần Boutique,Tiki,CAT_0001
253054602,Bong Bóng Số Tuổi Trang Trí Sinh Nhật Siêu Đáng Yêu,Unknown,Tiki,CAT_0208
273450472,Nhà búp bê mini có âm thanh - Mideer Magic Dollhouse - Mô hình ngôi nhà kẹo ngọt cho bé gái 2 3 4 5 tuổi,Mideer,Tiki,CAT_0031
275852582,Dây đeo tích hợp case vỏ bảo vệ cho Xiaomi Mi Band 8 / Xiaomi Mi Band 9 / Xiaomi Mi Band 10 - Hàng Chính Hãng,Devo,Tiki,CAT_0003
13409476,Thùng 48 Hộp Sữa Uống Tiệt Trùng Dutch Lady Cô Gái Hà Lan Dâu (48 x 180ml),Dutch Lady,Tiki,CAT_0014
275518899,"Nồi Chiên Không Dầu Philips NA230/00, Mặt Kính Nhìn Thực Phẩm, 6.2 lít - 1700W, Hàng Chính Hãng",Philips,Tiki,CAT_0002
77330041,"Bộ 04 chân đế cao su đa năng - HT SYS - Đế chống rung máy giặt - Đế chống ồn máy giặt, máy sấy,tủ lạnh, bàn ghế",Ht Sys,Tiki,CAT_0007
276396453,"Nồi áp suất Joyoung JHPC-5039 - Dung tích 5L, Công suất 900W, Chữ Tiếng Việt - HÀNG CHÍNH HÃNG",Joyoung,Tiki,CAT_0009
274556204,Sữa Bột Friso Gold 4 Hộp Giấy 3.2KG (Dành cho trẻ 2 - 6 tuổi),Friso,Tiki,CAT_0002
277233164,Ốp lưng cho Samsung S21 FE - S23 - S23 Plus - S23 Ultra - S24 - S24 Ultra - Mèo Xanh Trượt PATIN - Hàng Chính Hãng,Olsg,Tiki,CAT_0002
191477357,Ốp lưng dẻo trong phong cách mới dành cho iPhone 12 / 13 / 14 / 12 Pro / 12 Pro Max / 13 Pro / 13 Pro Max / 13 Mini / 14 / 14 Max / 14 Pro / 14 Pro Max  - Hàng chính hãng,Photodesign Vn,Tiki,CAT_0003
150937886,Combo Sản Phẩm Peace Mass Nước Giặt Xả 2 in 1 3.6 lít + Nước Rửa Chén 500ml,Peace Mass,Tiki,CAT_0013
278154966,CẦN CÂU DÂY THÉP GẮN LÔNG VŨ CÓ CHUÔNG CHO MÈO,Unknown,Tiki,CAT_0014
193588343,Chuối Mè sấy Giòn Loại Ngon VIETTIN MART 500GR,Viettin Mart,Tiki,CAT_0014
274388406,Dây sạc Cáp sạc Từ tính Đồng hồ Thông minh TK S9 CD99 S16 hình tròn 2 - 4 lõi sạc nhanh Truyền dữ liệu Kết nối máy tính Hàng nhập khẩu,Ama,Tiki,CAT_0003
277543284,Kotaro sống một mình,No Brand,Tiki,CAT_0006
208560319,"Gửi Em, Người Bất Tử - Tập 17",No Brand,Tiki,CAT_0002
191140182,"Phân Trùn Quế Viên Nén Greenhome, Lavamix, Bao 1kg, Dinh Dưỡng Hữu Cơ, Không Mùi, Tốt Cho Lan, Bonsai, Rau, Cây Ăn Trái",Lavamix,Tiki,CAT_0002
276312853,Cáp sạc cáp nguồn DC 5V USB to 3.5mm Dây nguồn 1 đầu USB ra đầu tròn cỡ trung 3.5mm - Hàng Nhập Khẩu,Luckyjqr,Tiki,CAT_0003
23490593,Bộ bàn phím Logitech K120 + chuột Logitech B100 - Hàng chính hãng,Logitech,Tiki,CAT_0003
192706164,Máy hút mùi cho nhà bếp công nghệ hiện đại BAUER BC 70EC3B - Hàng chính hãng,Bauer,Tiki,CAT_0009
107154471,Quần Lọt quần chip Khe Nữ Ren Xẻ Đáy Freesize SEXY - Trắng,Unknown,Tiki,CAT_0001
224225218,"Quần bơi lẻ dài kín chân chống nắng nam nữ, chất thun bơi lạnh co giãn đa chiều đẹp, có size đại cho người béo mập, quần tập gym, yoga, bơi lội | PK010",Unknown,Tiki,CAT_0001
54138422,Kẹo dẻo Bourbon Fettuccine vị Soda 50gr,Bourbon,Tiki,CAT_0014
1672153,Bao cao su Durex Performa 12 bao,Durex,Tiki,CAT_0330
277878869,"Túi ngủ Katina House cho bé đi học mầm non tiểu học, vải tencel mềm mại, thoáng mát, lành tính",Katina House,Tiki,CAT_0013
274273465,Thùng sữa đậu nành Vinasoy Fami Green soy không bổ sung đường (36 hộp x 180ml),Fami,Tiki,CAT_0014
278438809,"Pin sạc dự phòng SH-2331, công suất 22.5W dung lượng 20000mAh sạc nhanh hai chiều, có chứng nhận 3C tiêu chuẩn quốc gia, hàng chính hãng",Li-Top,Tiki,CAT_0002
270971879,Set Bikini 3 món áo ngực quần tam giác kèm khăn quấn,Kun93,Tiki,CAT_0001
902262,Bình Sữa PP Cổ Rộng McGoldson CR180 (180ml) - Màu Ngẫu Nhiên,Mcgoldson,Tiki,CAT_0002
129349243,(ASIA) Quạt đứng Asia TURBO 6 cánh 80w - bán công nghiệp - Màu đen - Hàng chính hãng,Asia,Tiki,CAT_0002
273532032,"Thùng SBPS Nutifood GrowPLUS+ Suy Dinh Dưỡng Ít đường - Tăng Cân, Tăng Chiều Cao (48 Hộp x 180ml)",Nutifood,Tiki,CAT_0002
108220832,Bra dán ngực bàn tay P29 (kèm dây trong),Unknown,Tiki,CAT_0002
214912454,Tẩu sạc nhanh PD 20W trên xe hơi ô tô Z46A QC 3.0 - Hàng nhập khẩu,Hoco,Tiki,CAT_0003
273556975,Bánh Cá Vị Phô Mai Siêu Giòn VIETTIN MART,Viettin Mart,Tiki,CAT_0014
275499497,Tã quần Bobby size XXXL 29 miếng (20 - 35 kg),Bobby,Tiki,CAT_0002
13862233,"Áo khoác nữ thoát nhiệt Nhật Bản Goking 6 túi, áo chống nắng nhẹ, thấm hút mồ hôi, thoải mái vận động",Goking,Tiki,CAT_0001
278672462,Thùng 48 hộp sữa tươi tiệt trùng TH True Milk  có đường 110ml,Th True Milk,Tiki,CAT_0002
277254922,Ốp lưng cho Samsung A13 4G - A13 5G - A33 5G - A53 - A12 - A22 4G - M12 - F12 - Sóng Đêm - Hàng Chính Hãng,Olsg,Tiki,CAT_0002
37188633,Cáp tín hiệu HDMI sợi tròn hỗ trợ 4Kx2K dài 1.5M màu đen HD10128Hd101 Hàng chính hãng,Ugreen,Tiki,CAT_0002
48309228,b.box Bộ ống hút thay thế và dụng cụ vệ sinh tiện dụng cho bình nước 360 dộ,B.Box,Tiki,CAT_0013
277190979,Ốp lưng dành cho Iphone 15 - 15 Plus - 15 Pro - 15 Pro Max - Mèo Trắng Đen - Hàng Chính Hãng,Olsg,Tiki,CAT_0002
202439065,"Đồ bộ nữ,đồ ngủ mặc nhà lửng tay cánh tiên vải lanh (tole) mềm, mát BL 164 họa tiết dễ thương size 45-70kg.",Unknown,Tiki,CAT_0002
109765020,Sách Siddhartha (Tái Bản 2021),No Brand,Tiki,CAT_0006
70815886,"[Bao bì giấy Kraft] Gạo Nếp Chùm Vinh Hiển túi 1Kg - Nếp Sạch 3 Không - Gạo nếp dẻo, thơm xôi mới thuộc thương hiệu Gạo Vinh Hiển",Gạo Vinh Hiển,Tiki,CAT_0002
2812299,Sách Tiếng Nhật Cho Mọi Người - Sơ Cấp 1 - Bản Dịch Và Giải Thích Ngữ Pháp - Tiếng Việt (Bản Mới),No Brand,Tiki,CAT_0006
275354604,Máy Nướng Bánh Mì Sandwich Đa Năng Dễ Sử Dụng - Hàng nhập khẩu,Ratoff-Ars,Tiki,CAT_0009
275439740,Nồi Cơm Điện Tử Cao Tần Tiger JPC-W18W 1.8 lít - Hàng chính hãng,Tiger,Tiki,CAT_0009
278089389,Cáp USB Type-C to Type-C Anker Zolo 1m/1.8m 240W A8060 - Hàng chính hãng,Anker,Tiki,CAT_0003
159824662,Ghế ngồi ô tô trẻ em Joie i-Spin Grow,Joie,Tiki,CAT_0002
176306118,"Áo ngực nữ không gọng, mút mỏng Marguerite 31116 bản lưng to giúp che khuyết điểm vùng nách và lưng",Marguerite,Tiki,CAT_0001
275358853,Sữa Meiji dạng thanh số 9 Nội Địa Nhật ( mẫu mới 30 thanh),Meiji,Tiki,CAT_0002
48740073,"Combo 5 quần lót thun lạnh in hình môi, vải thông thoáng co dãn",Unknown,Tiki,CAT_0001
278813348,"Áo len mongtoghi,áo len dệt kim nữ hàng thanh lý họa tiết dễ thương size 58-63,65kg.",Unknown,Tiki,CAT_0001
278638747,Lốc 3 Gói Rong Biển Taokaenoi Season Laver Vị Cay 4G,Taokaenoi,Tiki,CAT_0014
278668868,Bộ Đấu Trường Con Quay BX-17 Battle Entry Set - Beyblade X 913047,Beyblade,Tiki,CAT_0002
262734557,"Bình Ga bơm bật lửa, hộp quẹt gas bluesky kèm 5 đầu chuyển đổi",Unknown,Tiki,CAT_0007
275300064,Bộ Sách Ngụ Ngôn Triết Học,No Brand,Tiki,CAT_0006
273366002,"Cà Phê CULI - Rang Mộc Nguyên Chất (Gói 250g) - Pha Máy Hoặc Pha Phin - Gu Mạnh Mẽ, Hậu Đậm, Vị Đắng Mạnh, Hương Thơm Nhẹ, Nhiều Cafein - Coffee New",Coffee New,Tiki,CAT_0014
278768542,"Bộ Áo Bà Ba Quần Đen Đi Lễ Chùa , Vải Lụa Gấm Cực Đẹp,Mềm Mịn, Set Đồ Lam Đi Chùa Mặc Cực Thoải Mái Duyên Dáng, Kín Đáo - 2 - L",Unknown,Tiki,CAT_0001
2054469,Cáp HDMI 2.0 Ugreen 40411 3m - Hàng chính hãng,Ugreen,Tiki,CAT_0003
73370241,Quần lót sexy nơ eo thấp,Kun93,Tiki,CAT_0001
279185704,Sách Cuốn Từ Điển Kì Bí,No Brand,Tiki,CAT_0035
212991192,Tetra Nhật loại A xử lý nấm khuẩn phòng bệnh dưỡng cá tép cảnh,Tetra,Tiki,CAT_0014
50256624,Pin Kiềm Duracell Coppertop AA Vỉ 2 Viên - O000003,Duracell,Tiki,CAT_0007
124089695,Miếng Dán Cường Lực ZEELOT SOLIDSLEEK Retina Clear cho iPhone 13 Pro Max / 13 Pro / 13 / 13 Mini_Hàng Chính Hãng,Zeelot,Tiki,CAT_0003
32664248,Ron Sợi Chân Cửa Khung Cửa 5*9mm - 9*9mm - 15*9mm - 23*9mm Ngăn Bụi Côn Trùng Chống Ồn Legaxi,Legaxi,Tiki,CAT_0007
141651139,Chà là sấy khô nguyên cành Tunisia (hộp 250gr),Fonut,Tiki,CAT_0014
16326472,"Áo Khoác Jeans Nữ, Áo Khoác Kaki Có Cổ",Unknown,Tiki,CAT_0001
263754620,"Thẻ nhớ Micro SD SanDisk Ultra 256Gb-128G UHS-I - 100MB/s Class 10, Thẻ nhớ camera, Thẻ nhớ điện thoại - hàng chính hãng",Sandisk,Tiki,CAT_0003
205942263,Sách Tận Hưởng Hành Trình Nuôi Con Sữa Mẹ,No Brand,Tiki,CAT_0079
277026525,Dây Cáp Chuyển Đổi DisplayPort Sang HDMI màu đen Displayport To HDMI Hàng Nhập Khẩu,Luckyjqr,Tiki,CAT_0281
199739900,"Bàn Ủi Hơi Nước Trụ Đứng Philips STE3170 /80 Có Cầu Ủi StyleBoard nghiêng, Premium (2000W) - Hàng Chính Hãng",Philips,Tiki,CAT_0002
276945358,"Combo 5 quần lót nữ phi lụa phối ren Voronin Q8234 – Mềm mịn, sexy, co giãn 4 chiều",Unknown,Tiki,CAT_0001
273547139,Máy Sưởi Gốm Saiko CH-2010R (2000W) Hàng chính hãng,Saiko,Tiki,CAT_0009
274086107,Tặng Ca Đá 900ml] Combo 3 Bịch Cà phê Hòa tan NESCAFÉ CAFÉ VIỆT 35 gói Vị Mạnh đặc trưng,Nescafé,Tiki,CAT_0014
276938650,Combo 3 lon Sữa Morinaga số 2 Chilmil 800g + 1 lon sữa Morinaga số 2 320gr,Morinaga,Tiki,CAT_0013
273347131,Ốp dẻo mỏng dành cho iPhone 15 / 15 Plus / 15 Pro / 15 Pro Max - Hàng chính hãng,Photodesign Vn,Tiki,CAT_0003
199021720,Máy pha cà phê mini Staresso mirage bản mới Chính Hãng đồ du lịch dã ngoại cắm trại máy pha cafe espresso cầm tay mang theo xếp gọn dã ngoại bảo hành 1 năm campout A062,Staresso,Tiki,CAT_0009
119078832,Quần lót phối ren nữ kiểu dáng sexy nhiều màu,Unknown,Tiki,CAT_0001
278669100,"Nồi cơm điện 1,5L Bear DFB-J40Q5 (RC-4H40Y) Hàng Chính Hãng",Bear,Tiki,CAT_0009
196518627,"Combo 20 Móc Treo Ảnh Gắn Tường, Đinh 3 Chân Treo Tranh, Đồ Trang Trí Decor - Chính Hãng",Lilahome,Tiki,CAT_0007
273703650,"Đèn Để Bàn, Đèn Học Chống Cận Xoay 360 - Kèm Kẹp Bàn chống xê dịch và bóng đèn",Peaflo,Tiki,CAT_0007
275093656,Quần lót lọt khe su 2 dây gợi cảm trái tim,Kun93,Tiki,CAT_0001
138504579,Combo 4 Cuốn: Bộ Sách Tinh Hoa Đạo Học Đông Phương (Bìa Cứng - Mạ Vàng),No Brand,Tiki,CAT_0006
249866618,Bộ 3 Lõi Lọc Nước Thông Minh Sunhouse - Hàng chính hãng,Sunhouse,Tiki,CAT_0009
273786651,Quần lót ren xẻ đáy đính nơ sexy quyến rũ,Young Love,Tiki,CAT_0145
275479348,"Tấm Dán Màn Hình Nhám Paper Like Cho SamSung Galaxy Tab A9 , Tab A9 Plus Chống Vân Tay Dễ Viết, Vẽ như trên giấy. - Hàng chính hãng",Greencase,Tiki,CAT_0002
154231134,Đường Mía Thượng hạng,Biên Hòa,Tiki,CAT_0014
278849267,Máy vắt cam tự động Bear CZJ-A04B1 (JU-4H04X) - Hàng Chính Hãng,Bear,Tiki,CAT_0009
44003525,Quần lót ren lưới - màu da,Mirato,Tiki,CAT_0011
1081582,Tấm Lót Chống Thấm VIETMAT (70 x 100 cm),Vietmat,Tiki,CAT_0013
197381747,Đậu hà lan xanh không biến đổi gen_ Dry Peas non GMO _ xuất xứ Canada,Hân'S Farm,Tiki,CAT_0014
115082826,Đèn LED bán nguyệt tube dài 0.6m  Chính hãng Rạng Đông 20W Model: BD M36L 60- 20W,Rạng Đông,Tiki,CAT_0007
253268923,Ngũ Cốc sấy khô Calbee nội địa Nhật Bản - đủ các màu,Calbee,Tiki,CAT_0014
188783210,Áo trung niên nữ chất liệu Linen tay ngắn thêu hoa Haint Boutique ALE21,Haint Boutique,Tiki,CAT_0001
202517438,"Khăn Khô Đa Năng Unmei 200g - Không Chứa Huỳnh Quang, An Toàn Cho Trẻ Sơ Sinh, Kích Thước Gấp Đôi, Tiện Ích Vượt Trội Khi Sử Dụng (Kích Thước 19cmx19cm)",Unmei,Tiki,CAT_0013
278853727,"Ốp lưng chống sốc Samsung Galaxy A07, Samsung A17 chính hãng XUNDD cao cấp – Viền dày bảo vệ, mặt lưng trong suốt - Hàng chính hãng",Ca,Tiki,CAT_0003
278756488,Sách Bluelock Tập 29 [Tặng Kèm PVC Card],No Brand,Tiki,CAT_0002
115529306,Jack chuyển USB type C bẻ góc 90 độ ra 3.5mm Headphone Audio Ugreen 154JC80384AV - Hàng chính hãng,Ugreen,Tiki,CAT_0002
15743658,Quạt Treo Remote USS- Hàng chính hãng,Uss,Tiki,CAT_0009
50730955,Combo 3 cái Đầu vòi tăng áp 3 mức độ cho bồn rửa chén,Unknown,Tiki,CAT_0007
278247395,Combo 2 Gói Tã dán Caryn M40 Siêu thấm hút- Tã dán người lớn Caryn- Hsd mới,Caryn,Tiki,CAT_0102
276893902,"Áo sơ mi nữ tay ngắn, áo kiểu nữ, chất liệu Đũi mềm mát, form trẻ trung, năng động NeSa Shop",Unknown,Tiki,CAT_0001
273928649,"Nồi điện đa năng 1.6L Bear DRG-P16K5 - Điều khiển cảm ứng, 4 chế độ nấu, 5 mức nhiệt độ - Hàng Chính Hãng",Bear,Tiki,CAT_0009
275576643,Muối Hồng Himalaya Nguyên Hạt Vipep Hũ Nhựa 1.1kg,Vipep,Tiki,CAT_0014
66105223,Yến sào Song Việt - Combo 2 hộp giấy tiện lợi (loại 15 phần/ hộp),Yến Sào Song Việt,Tiki,CAT_0014
10054502,Thùng 48 Hộp Sữa Bột Pha Sẵn Friso Gold Rtd Vani (48 x 180Ml),Friso,Tiki,CAT_0013
67842581,Áo khoác nữ Áo khoát nữ gió dù 2 lớp chống nắng Sawaco cực chuẩn nhiều màu lựa chọn - M172,Unknown,Tiki,CAT_0001
273123104,Thùng 12 Sữa tươi tiệt trùng Không đường Vinamilk Green Farm - hộp 1L,Vinamilk,Tiki,CAT_0002
200851515,"Sách Dọn đường tâm lý, thuyết phục chắc thắng",No Brand,Tiki,CAT_0002
101291147,Quần lót nữ Cotton trơn kháng khuẩn sexy,Kun93,Tiki,CAT_0001
32831788,"Combo 10 viên Pin Maxell CR2016 lithium 3v dùng cho remote, khóa điện tử, điều khiển, đồng hồ, cân điện tử,...",Maxell,Tiki,CAT_0007
25705517,bật lửa mồi cồn và bếp gas,Unknown,Tiki,CAT_0007
